date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:57	70927/70927	---M--	200	added ('OK')	image/jpeg	etag:%22ca5171fc32c5086ecbe809da69ec8cb0%22	https://www.evgeniadima-psychotherapy.gr/uploads/ylFxDLFC/evgeniadima-psychotherapy_6__msi___jpg.jpg	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/ylFxDLFC/evgeniadima-psychotherapy_6__msi___jpg.jpg	(from https://www.evgeniadima-psychotherapy.gr/)
08:53:58	1156/1156	---MCZ	200	added ('OK')	text/css	etag:W/%226b02b07436e0070d1959a77d02449a71%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/cookiebotVideoPlaceholder.css?1738078391073	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/cookiebotVideoPlaceholder25ea.css	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:05	190714/190714	---M--	200	added ('OK')	image/webp	etag:%22bee2140c4123304b4c45e8caeaa0ac99%22	https://www.evgeniadima-psychotherapy.gr/uploads/OYTqttYn/553x0_470x0/evgeniadima-psychotherapy_1__msi___jpg.webp	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/OYTqttYn/553x0_470x0/evgeniadima-psychotherapy_1__msi___jpg.webp	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:11	244338/244338	---M--	200	added ('OK')	image/webp	etag:%22a02d1ef5947b0bc90c6b6da52ee2b9cb%22	https://www.evgeniadima-psychotherapy.gr/uploads/FWsbqigY/737x0_568x0/evgeniadima-psychotherapy_2__msi___jpg.webp	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/FWsbqigY/737x0_568x0/evgeniadima-psychotherapy_2__msi___jpg.webp	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:14	94700/94700	---M--	200	added ('OK')	image/webp	etag:%228dbe7951581780c4ce543885210659c4%22	https://www.evgeniadima-psychotherapy.gr/uploads/y24GHdHu/568x0_568x0/1668802935426__msi___jpg.webp	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/y24GHdHu/568x0_568x0/1668802935426__msi___jpg.webp	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:16	81118/81118	---M--	200	added ('OK')	image/webp	etag:%22b7a62a2a774fa672c766d365c507ab9b%22	https://www.evgeniadima-psychotherapy.gr/uploads/iGkNIZjZ/735x0_472x0/evgeniadima-psychotherapy_3__msi___jpg.webp	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/iGkNIZjZ/735x0_472x0/evgeniadima-psychotherapy_3__msi___jpg.webp	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:20	139754/139754	---M--	200	added ('OK')	image/webp	etag:%22b4cfc9cb333ce3c6bcd53fc43c4ef8ed%22	https://www.evgeniadima-psychotherapy.gr/uploads/VDUtCSuI/735x0_472x0/evgeniadima-psychotherapy_5__msi___jpg.webp	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/VDUtCSuI/735x0_472x0/evgeniadima-psychotherapy_5__msi___jpg.webp	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:22	71776/71776	---M--	200	added ('OK')	image/webp	etag:%22660d120786d511fe58aad54681eef10b%22	https://www.evgeniadima-psychotherapy.gr/uploads/sz3zbWab/472x0_472x0/1668802935340__msi___jpg.webp	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/sz3zbWab/472x0_472x0/1668802935340__msi___jpg.webp	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:22	1296/1296	---M--	200	added ('OK')	image/png	etag:%2207d887028a2f8c8c76fda81093acab1f%22	https://www.evgeniadima-psychotherapy.gr/uploads/Kll8Xsrm/32x0_32x0/xo-footerlogo.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/uploads/Kll8Xsrm/32x0_32x0/xo-footerlogo.png	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:24	1019/1019	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ed706e71ce696a5b9d364a8424ec1441%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/js/loader-polyfills.js?1738078391073	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/js/loader-polyfills25ea.js	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:26	21312/21312	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ba249a1af3dd770ccc7b1b3c0fe7db9%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/js/loader.js?1738078391073	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/js/loader25ea.js	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:28	177608/177608	---MCZ	200	added ('OK')	text/css	etag:W/%2265bb6153-2b5c8%22	https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/user-style35d3.css	(from https://www.evgeniadima-psychotherapy.gr/)
08:54:29	109808/109808	---M--	200	added ('OK')	binary/octet-stream	etag:%22005c9aa92b564b73b7582cc4f1fa49cb%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-brands-400.woff2	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-brands-400.woff2	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:31	189684/189684	---M--	200	added ('OK')	binary/octet-stream	etag:%22bb8cd014d7a55672934233c354e1c4a3%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-brands-400.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-brands-400.ttf	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:31	24488/24488	---M--	200	added ('OK')	binary/octet-stream	etag:%22747442fa76f1d9a31f9a54a2e8a4b448%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-regular-400.woff2	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-regular-400.woff2	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:31	63348/63348	---M--	200	added ('OK')	binary/octet-stream	etag:%22675809e48e35c47d51c7d6fcc687ee28%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-regular-400.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-regular-400.ttf	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:31	150020/150020	---M--	200	added ('OK')	binary/octet-stream	etag:%22d5e647388e2415268b700d3df2e30a0d%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-solid-900.woff2	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-solid-900.woff2	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:31	394668/394668	---M--	200	added ('OK')	binary/octet-stream	etag:%220248ab19e74fc3731de14d647db4687a%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-solid-900.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-solid-900.ttf	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:32	4568/4568	---M--	200	added ('OK')	binary/octet-stream	etag:%22f20773a753bf1fbe9ccec04f90a470ea%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-v4compatibility.woff2	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-v4compatibility.woff2	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:32	10172/10172	---M--	200	added ('OK')	binary/octet-stream	etag:%2258f1253e5639d508a6fe310c97327f82%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-v4compatibility.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/fonts/fa-v4compatibility.ttf	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:32	614/614	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2006:54:32%20GMT	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/layers.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/layers.png	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:33	585/585	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2006:54:32%20GMT	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/layers-2x.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/layers-2x.png	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:33	1466/1466	---M--	200	added ('OK')	image/png	etag:%222273e3d8ad9264b7daa5bdbf8e6b47f8%22	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/marker-icon.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/marker-icon.png	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:33	584/584	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2006:54:32%20GMT	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/geocoder.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/geocoder.png	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:33	604/604	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2006:54:33%20GMT	https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/throbber.gif	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/images/throbber.gif	(from https://site-assets.cdnmns.com/45360daee55cc2e8e9310cb90f52a546/css/external-libs.css?1738078391073)
08:54:35	49416/49416	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-c108%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.eot	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:36	49416/49416	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-c108%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.eot?	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/fontellod41d.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:37	30792/30792	---M--	200	added ('OK')	font/woff	etag:%226798f8e4-7848%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.woff	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.woff	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:38	49248/49248	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226798f8e4-c060%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.ttf	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:40	83500/83500	---M--	200	added ('OK')	image/svg+xml	etag:%226798f8e4-1462c%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.svg	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/fontello.svg	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:41	23254/23254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-5ad6%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.eot	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:41	23254/23254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-5ad6%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.eot?	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfontd41d.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:42	26704/26704	---M--	200	added ('OK')	font/woff	etag:%226798f8e4-6850%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.woff	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.woff	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:43	50864/50864	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226798f8e4-c6b0%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.ttf	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:46	89818/89818	---M--	200	added ('OK')	image/svg+xml	etag:%226798f8e4-15eda%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.svg	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-demibold-webfont.svg	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:48	76564/76564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-12b14%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.eot	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:50	76564/76564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-12b14%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.eot?	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfontd41d.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:51	26968/26968	---M--	200	added ('OK')	font/woff	etag:%226798f8e4-6958%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.woff	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.woff	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:52	19612/19612	---M--	200	added ('OK')	font/woff2	etag:%226798f8e4-4c9c%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.woff2	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.woff2	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:53	76348/76348	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226798f8e4-12a3c%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.ttf	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:54:59	202268/202268	---M--	200	added ('OK')	image/svg+xml	etag:%226798f8e4-3161c%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.svg	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-extrabold-webfont.svg	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:00	22732/22732	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-58cc%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.eot	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:00	22732/22732	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226798f8e4-58cc%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.eot?	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfontd41d.eot	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:01	26096/26096	---M--	200	added ('OK')	font/woff	etag:%226798f8e4-65f0%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.woff	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.woff	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:02	49936/49936	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226798f8e4-c310%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.ttf	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.ttf	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:05	91457/91457	---M--	200	added ('OK')	image/svg+xml	etag:%226798f8e4-16541%22	https://www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.svg	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/fonts/nationale-regular-webfont.svg	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:05	18856/18856	---M--	200	added ('OK')	image/png	etag:%226798f8e4-49a8%22	https://www.evgeniadima-psychotherapy.gr/assets/css/img/loading-2x.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/css/img/loading-2x.png	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:06	7733/7733	---M--	200	added ('OK')	image/png	etag:%226798f8e4-1e35%22	https://www.evgeniadima-psychotherapy.gr/assets/css/img/loading.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/css/img/loading.png	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:06	1484/1484	---M--	200	added ('OK')	image/png	etag:%226798f8e4-5cc%22	https://www.evgeniadima-psychotherapy.gr/assets/css/img/defaultImgPlaceholder.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/css/img/defaultImgPlaceholder.png	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:06	2338/2338	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2019:15:00%20GMT	http://maps.gstatic.com/tactile/omnibox/reveal-entity-icons-20131112.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/maps.gstatic.com/tactile/omnibox/reveal-entity-icons-20131112.png	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:07	15806/15806	---M--	200	added ('OK')	image/png	etag:%226798f8e4-3dbe%22	https://www.evgeniadima-psychotherapy.gr/assets/css/img/hcaptcha.png	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/css/img/hcaptcha.png	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
08:55:07	7566/7566	---M--	200	added ('OK')	image/svg+xml	etag:%226798f8e4-1d8e%22	https://www.evgeniadima-psychotherapy.gr/assets/css/img/hcaptcha-badge.svg	C:/Users/pskordas/Downloads/2315430_evgeniadima-psychotherapy.gr/www.evgeniadima-psychotherapy.gr/assets/css/img/hcaptcha-badge.svg	(from https://www.evgeniadima-psychotherapy.gr/assets/user-style.css?1706778963)
